"zone","state","lga","sector","ea","hhid","s11aq1","s11aq2"
2,2,201,2,60,20027,1,2
2,2,201,2,60,20028,1,1
2,2,201,2,60,20029,1,2
2,2,201,2,60,20030,1,2
2,2,216,2,200,20031,1,2
2,2,216,2,200,20032,1,2
2,2,216,2,200,20033,1,2
2,2,216,2,200,20034,1,2
2,2,216,2,200,20035,1,2
2,2,216,2,200,20036,1,2
2,2,216,2,200,20037,2,1
2,2,216,2,200,20038,1,2
2,2,216,2,200,20040,1,2
2,2,203,2,1224,20041,1,2
2,2,203,2,1224,20042,1,2
2,2,203,2,1224,20043,1,2
2,2,203,2,1224,20044,1,2
2,2,203,2,1224,20045,1,2
2,2,203,2,1224,20046,1,2
2,2,203,2,1224,20047,1,2
2,2,203,2,1224,20048,1,2
2,2,203,2,1224,20049,1,1
2,2,203,2,1224,20050,1,1
2,2,212,2,956,20051,1,2
2,2,212,2,956,20052,1,2
2,2,212,2,956,20053,1,2
2,2,212,2,956,20054,1,2
2,2,212,2,956,20055,1,2
2,2,212,2,956,20056,1,2
2,2,212,2,956,20057,1,2
2,2,212,2,956,20058,1,2
2,2,212,2,956,20059,1,2
2,2,212,2,956,20060,1,2
2,2,210,2,1300,20061,1,2
2,2,210,2,1300,20062,1,2
2,2,210,2,1300,20063,1,2
2,2,210,2,1300,20064,1,1
2,2,210,2,1300,20065,1,2
2,2,210,2,1300,20066,1,1
6,24,2404,1,0,20067,,
2,2,210,2,1300,20068,1,2
2,2,210,2,1300,20069,1,2
2,2,210,2,1300,20070,1,2
2,2,214,2,898,20071,,
2,2,214,2,898,20072,1,2
2,2,214,2,898,20073,2,2
2,2,214,2,898,20074,1,2
2,2,214,2,898,20075,2,1
2,2,214,2,898,20076,,
2,2,214,2,898,20077,1,2
2,2,214,2,898,20078,,
2,2,214,2,898,20080,,
2,2,215,1,8,20081,1,2
2,2,215,1,8,20082,1,2
2,2,215,1,8,20083,1,2
2,2,215,1,8,20084,,
2,2,215,1,8,20085,1,2
2,2,215,1,8,20086,1,2
2,2,215,1,8,20087,2,1
2,2,215,1,8,20088,1,2
2,2,215,1,8,20089,1,2
2,2,215,1,8,20090,1,2
2,2,207,2,1302,20091,1,2
2,2,207,2,1302,20092,1,2
2,2,207,2,1302,20093,1,2
2,2,207,2,1302,20094,1,1
2,2,207,2,1302,20095,1,2
2,2,207,2,1302,20096,1,2
2,2,207,2,1302,20097,1,1
2,2,207,2,1302,20098,1,2
2,2,207,2,1302,20099,1,2
2,2,207,2,1302,20100,1,2
2,2,205,2,712,20101,1,2
2,2,205,2,712,20102,1,2
2,2,205,2,712,20103,1,2
2,2,205,2,712,20104,1,2
2,2,205,2,712,20105,2,1
2,2,205,2,712,20106,1,2
2,2,205,2,712,20107,1,2
2,2,205,2,712,20108,1,2
2,2,205,2,712,20109,1,2
2,2,205,2,712,20110,1,2
2,2,218,2,1592,20111,1,2
2,2,218,2,1592,20112,1,2
2,2,218,2,1592,20113,1,2
2,2,218,2,1592,20114,1,2
2,2,218,2,1592,20115,1,1
2,2,218,2,1592,20116,1,1
2,2,218,2,1592,20117,1,2
2,2,218,2,1592,20118,1,2
2,2,218,2,1592,20119,1,2
2,2,218,2,1592,20120,1,2
5,3,331,1,2322,30001,1,1
5,3,331,1,2322,30002,1,2
5,3,331,1,2322,30003,,
5,3,331,1,2322,30004,,
5,3,331,1,2322,30005,,
5,3,331,1,2322,30006,,
5,3,331,1,2322,30007,,
5,3,331,1,2322,30008,,
5,3,331,1,2322,30009,,
5,3,331,1,2322,30010,2,2
5,3,331,1,516,30011,1,2
5,3,331,1,516,30012,1,1
5,3,331,1,516,30013,2,2
5,3,331,1,516,30015,,
5,3,331,1,516,30016,,
5,3,331,1,516,30017,,
5,3,331,1,516,30018,,
5,3,331,1,516,30019,,
5,3,331,1,516,30020,1,1
5,3,316,2,874,30021,1,2
5,3,316,2,874,30022,1,1
5,3,316,2,874,30023,2,2
5,3,316,2,874,30024,2,2
5,3,316,2,874,30025,,
5,3,316,2,874,30026,1,1
5,3,316,2,874,30027,,
5,3,316,2,874,30028,,
5,3,316,2,0,30029,,
5,3,316,2,874,30030,2,2
5,3,309,2,478,30031,,
5,3,309,2,478,30032,1,2
5,3,309,2,478,30033,1,2
5,3,309,2,478,30034,1,1
5,3,309,2,478,30035,1,1
5,3,309,2,478,30036,1,1
5,3,309,2,478,30037,,
5,3,309,2,478,30038,,
5,3,309,2,478,30039,1,1
5,3,309,2,478,30040,1,1
5,3,307,1,634,30041,,
5,3,307,1,634,30042,,
5,3,307,1,634,30043,1,1
5,3,307,1,634,30044,,
5,3,307,1,634,30045,1,1
5,3,307,1,634,30046,,
5,3,307,1,634,30047,1,2
5,3,307,1,634,30048,1,2
5,3,307,1,634,30049,1,1
5,3,307,2,0,30050,,
5,3,321,2,364,30051,1,2
5,3,321,2,364,30052,1,1
5,3,321,2,364,30053,2,2
5,3,321,2,364,30054,2,2
5,3,321,2,364,30055,1,2
5,3,321,2,364,30056,1,2
5,3,321,2,364,30057,1,1
5,3,321,2,364,30058,1,1
5,3,321,2,364,30059,1,1
5,3,321,2,364,30060,1,1
5,3,329,2,696,30061,,
5,3,329,2,696,30062,1,2
5,3,329,2,696,30063,,
5,3,309,1,0,30064,,
5,3,329,2,696,30065,,
5,3,329,2,696,30066,1,2
5,3,329,2,696,30067,1,2
5,3,329,2,696,30069,1,2
5,3,329,2,696,30070,1,1
5,3,323,2,580,30071,1,1
5,3,323,2,580,30072,1,1
5,3,323,2,580,30073,,
5,3,323,2,580,30074,1,1
5,3,323,2,580,30075,1,1
5,3,323,2,580,30076,1,1
5,3,323,2,580,30077,1,1
5,3,323,2,580,30078,,
5,3,323,2,580,30079,,
5,3,323,2,580,30080,,
5,3,318,2,1136,30081,1,2
5,3,318,2,1136,30084,1,2
5,3,318,2,1136,30085,1,1
5,3,318,2,1136,30086,1,1
5,3,318,2,1136,30087,1,2
5,3,318,2,1136,30088,1,1
5,3,318,2,0,30089,,
5,3,318,2,1136,30090,1,2
5,3,313,2,70,30091,1,2
5,3,331,1,0,30092,,
5,3,313,2,70,30093,1,1
5,3,313,2,70,30094,,
5,3,313,2,0,30095,,
5,3,313,2,70,30096,1,2
5,3,313,2,70,30097,,
5,3,313,2,70,30098,1,2
5,3,313,2,70,30099,1,2
5,3,313,2,70,30100,1,2
5,3,301,1,1198,30101,,
5,3,301,1,0,30102,,
5,3,301,1,1198,30103,,
5,3,301,1,1198,30104,1,2
5,3,301,1,1198,30105,1,1
5,3,301,1,1198,30106,,
5,3,301,1,1198,30107,1,2
5,3,301,1,1198,30108,,
5,3,301,1,1198,30109,,
5,3,301,1,1198,30110,,
5,3,326,2,74,30111,1,1
5,3,326,2,74,30112,,
5,3,326,2,74,30113,1,1
5,3,326,2,74,30115,1,2
5,3,326,2,74,30116,1,1
5,3,326,2,74,30117,1,2
5,3,326,2,74,30118,1,1
5,3,326,2,74,30119,1,1
5,3,326,2,74,30120,1,2
5,3,305,2,1542,30121,1,2
5,3,305,2,1542,30122,1,2
5,3,305,2,1542,30123,1,1
5,3,305,2,1542,30124,1,2
5,3,305,2,1542,30125,1,2
5,3,305,2,1542,30126,,
5,3,305,2,1542,30127,,
5,3,305,2,1542,30128,1,1
5,3,305,2,1542,30129,,
5,3,305,2,1542,30130,,
5,3,312,2,20,30131,1,1
5,3,312,2,20,30132,,
5,3,312,2,20,30133,1,1
5,3,312,2,20,30134,1,1
5,3,312,2,20,30135,1,1
5,3,312,2,20,30137,1,1
5,3,312,2,20,30138,1,2
5,3,312,2,20,30139,1,2
5,3,312,2,20,30140,1,1
5,3,305,2,4,30141,1,2
5,3,305,2,4,30142,1,2
5,3,305,2,4,30143,,
5,3,314,1,0,30145,,
5,3,305,2,4,30146,1,2
5,3,305,2,4,30147,1,2
5,3,305,2,4,30148,1,1
5,3,305,2,4,30149,1,1
4,4,418,1,44,40001,,
4,4,418,1,44,40002,,
4,4,418,1,44,40003,,
4,4,418,1,44,40005,,
4,4,418,1,44,40006,,
4,4,418,1,0,40007,,
4,4,418,1,0,40008,,
4,4,418,1,44,40009,,
4,4,418,1,44,40010,,
4,4,417,1,678,40011,,
4,4,417,1,678,40012,,
4,4,417,1,678,40013,,
4,4,417,1,678,40015,,
4,4,417,1,678,40016,,
4,4,417,1,678,40017,,
4,4,417,1,678,40018,,
4,4,417,1,678,40019,,
4,4,417,1,678,40020,,
4,4,416,1,0,40021,,
4,4,416,1,616,40022,,
4,4,416,1,616,40023,,
4,4,416,1,0,40025,,
4,4,416,1,616,40026,,
4,4,416,1,616,40027,,
4,4,416,1,616,40028,,
4,11,1102,2,0,40029,,
4,4,416,1,616,40030,,
4,4,414,1,2176,40032,,
4,4,414,1,2176,40033,1,2
4,4,414,1,2176,40034,2,2
4,4,414,1,2176,40036,,
4,4,414,1,2176,40037,1,1
4,4,414,1,2176,40039,,
4,4,414,1,2176,40040,,
4,4,415,1,2108,40041,1,2
4,4,415,1,2108,40042,1,2
4,4,415,1,2108,40043,1,2
4,4,415,1,0,40044,1,2
4,4,415,1,2108,40045,1,1
4,4,415,1,2108,40046,1,1
4,4,415,1,2108,40047,1,1
4,4,415,1,2108,40048,,
4,4,415,1,2108,40049,1,1
4,4,413,2,1540,40052,1,2
4,4,413,2,1540,40053,2,2
4,4,413,2,1540,40054,1,2
4,4,413,2,1540,40055,1,1
4,4,413,2,1540,40056,1,1
4,4,413,2,0,40057,,
4,4,413,2,1540,40058,2,1
4,4,413,2,1540,40059,2,2
4,4,413,2,1540,40060,1,1
4,4,405,2,722,40062,1,1
4,4,405,2,722,40063,1,1
4,4,405,2,722,40064,1,1
4,4,405,2,722,40065,1,2
4,4,405,2,722,40066,1,2
4,4,405,2,722,40067,1,2
4,4,405,2,722,40068,1,2
4,4,405,2,722,40069,1,2
4,4,405,2,722,40070,1,2
4,4,405,2,484,40071,1,1
4,4,405,2,484,40072,1,2
4,4,405,2,484,40073,1,2
4,4,405,2,484,40074,1,1
4,4,405,2,484,40075,1,1
4,4,405,2,484,40076,1,1
4,4,405,2,484,40077,1,2
4,4,405,2,484,40078,1,2
4,4,405,2,484,40079,,
4,4,405,2,484,40080,1,2
4,4,419,2,296,40081,1,2
4,4,419,2,296,40082,1,2
4,4,419,2,296,40083,,
4,4,419,2,296,40084,1,2
4,4,419,2,296,40085,1,2
4,4,419,2,296,40086,1,1
4,4,419,2,296,40088,1,1
4,4,419,2,296,40089,1,1
4,4,419,2,296,40090,1,2
4,4,401,1,1460,40092,1,1
4,4,401,1,1460,40093,1,1
4,4,401,1,1460,40094,1,2
4,4,401,1,1460,40095,1,2
4,4,401,1,1460,40096,1,2
4,4,401,1,1460,40097,1,1
4,4,401,1,1460,40098,,
4,4,401,1,1460,40099,1,2
4,4,401,1,1460,40100,1,2
4,4,412,2,2592,40101,1,1
4,4,412,2,2592,40102,1,1
4,4,412,2,2592,40103,1,1
4,4,412,2,2592,40104,1,1
4,4,412,2,2592,40105,1,1
4,4,412,2,2592,40106,1,1
4,4,412,2,2592,40107,1,2
4,4,412,2,2592,40108,1,2
4,4,412,2,2592,40109,1,1
4,4,412,2,2592,40110,1,1
4,4,412,2,1606,40111,1,1
4,4,412,2,1606,40112,1,1
4,4,412,2,1606,40113,1,1
4,4,412,2,1606,40114,1,1
4,4,412,2,1606,40115,1,2
4,4,412,2,1606,40116,1,2
4,4,412,2,1606,40117,1,1
4,4,412,2,1606,40118,1,2
4,4,412,2,1606,40119,1,2
4,4,412,2,1606,40120,1,1
4,4,410,2,4036,40121,,
4,4,410,2,4036,40122,,
4,4,410,2,4036,40123,1,2
4,4,410,2,4036,40124,1,2
4,4,410,2,4036,40125,1,1
4,4,410,2,4036,40126,1,1
4,4,410,2,4036,40128,1,1
4,4,410,2,4036,40129,1,1
4,4,410,2,4036,40130,1,1
4,4,407,2,796,40131,1,2
4,4,407,2,796,40133,1,2
4,4,407,2,796,40134,1,2
4,4,407,2,796,40135,1,1
4,4,407,2,796,40136,1,2
4,4,407,2,796,40137,1,2
4,4,407,2,796,40138,1,2
4,4,403,2,0,40139,,
4,4,407,2,796,40140,1,2
4,4,410,1,3192,40141,1,2
4,4,410,1,3192,40142,1,1
4,4,410,1,3192,40143,1,2
4,4,410,1,3192,40144,1,1
4,4,410,1,0,40145,,
4,4,410,1,3192,40146,1,1
4,4,410,1,3192,40147,1,1
4,4,410,1,3192,40148,1,2
4,4,410,1,3192,40149,1,2
4,4,406,1,0,40150,,
4,4,410,1,3414,40151,1,2
4,4,410,1,3414,40152,1,2
4,4,410,1,3414,40153,1,1
4,4,410,1,3414,40154,1,1
4,4,410,1,0,40155,1,1
4,4,410,1,3414,40156,2,2
4,4,410,1,3414,40157,1,2
4,4,410,1,3414,40158,1,2
4,4,410,1,3414,40159,1,2
4,4,410,1,3414,40160,1,2
4,4,401,1,738,40161,1,1
4,4,401,1,738,40162,1,2
4,4,401,1,738,40163,1,1
4,4,401,1,738,40164,1,2
5,9,909,1,0,40165,,
4,4,401,1,738,40166,1,2
4,4,401,1,738,40167,1,2
4,4,401,1,738,40168,,
4,4,401,1,738,40169,1,2
4,4,401,1,738,40170,1,2
4,4,421,1,800,40171,,
4,4,421,1,800,40172,,
4,4,421,1,0,40173,1,1
4,4,421,1,800,40174,1,2
4,4,421,1,800,40175,,
4,4,421,1,800,40176,1,2
4,4,421,1,800,40177,2,1
4,4,421,1,800,40178,1,1
4,4,421,1,800,40180,2,2
4,4,411,1,1486,40181,1,1
4,4,411,1,1486,40182,1,2
4,4,411,1,1486,40183,,
4,4,411,1,1486,40184,1,2
4,4,411,1,1486,40185,,
4,4,411,1,1486,40186,,
4,4,411,1,1486,40187,1,1
4,4,411,1,1486,40188,1,1
4,4,411,1,1486,40189,1,2
4,4,411,1,1486,40190,1,2
4,4,401,2,2106,40191,1,2
4,4,401,2,2106,40192,1,1
4,4,401,2,2106,40193,1,1
4,4,401,2,2106,40194,1,1
4,4,401,2,2106,40195,1,1
4,4,401,2,2106,40196,1,1
4,4,401,2,2106,40197,1,2
4,4,401,2,2106,40198,2,1
4,4,401,2,2106,40199,1,2
4,4,401,2,2106,40200,1,1
4,4,402,2,1080,40201,1,1
4,4,402,2,1080,40202,1,1
4,4,402,2,1080,40203,,
4,4,402,2,1080,40204,1,1
4,4,402,2,1080,40206,1,2
4,4,402,2,1080,40207,1,2
4,4,402,2,1080,40208,1,1
4,4,402,2,1080,40209,,
4,4,402,2,1080,40210,1,2
4,4,403,2,836,40211,1,1
4,4,403,2,836,40212,1,1
4,4,403,2,836,40213,1,1
4,4,403,2,836,40214,1,2
4,4,403,2,836,40215,1,2
4,4,403,2,836,40216,,
4,4,403,2,836,40217,,
4,4,403,2,836,40218,1,2
4,4,403,2,836,40220,1,2
2,5,506,2,830,50001,1,2
2,5,506,2,830,50002,1,2
2,5,506,2,830,50003,1,2
2,5,506,2,830,50004,1,2
2,5,506,2,830,50005,1,2
2,5,506,2,830,50006,1,2
2,5,506,2,830,50007,1,2
2,5,506,2,830,50008,1,2
2,5,506,2,830,50009,1,2
2,5,506,2,830,50010,1,1
2,5,502,1,2194,50011,,
2,5,502,1,2194,50012,,
2,5,502,1,2194,50013,,
2,5,502,1,2194,50014,,
2,5,502,1,2194,50015,,
2,5,502,1,2194,50016,1,2
2,5,502,1,2194,50017,,
2,5,502,1,2194,50018,,
2,5,502,1,2194,50019,,
2,5,502,1,2194,50020,,
2,5,515,2,18,50021,1,2
2,5,515,2,18,50022,1,2
2,5,515,2,18,50023,1,2
2,5,515,2,18,50024,1,2
2,5,515,2,18,50025,1,2
2,5,515,2,18,50026,1,2
2,5,515,2,18,50027,1,2
2,5,515,2,18,50028,1,2
2,5,515,2,18,50029,1,2
2,5,515,2,18,50030,1,2
2,5,502,2,3878,50031,1,2
2,5,502,2,3878,50032,1,1
2,5,502,2,3878,50033,1,2
2,5,502,2,3878,50034,1,2
2,5,502,2,3878,50035,1,2
2,5,502,2,3878,50036,1,2
2,5,502,2,3878,50037,2,1
2,5,502,2,3878,50038,1,2
2,5,502,2,3878,50039,1,2
2,5,502,2,3878,50040,1,2
2,5,504,2,708,50041,1,2
2,5,504,2,708,50042,1,2
2,5,504,2,708,50043,1,1
2,5,504,2,708,50044,1,2
2,5,504,2,708,50045,1,2
2,5,504,2,708,50046,1,2
2,5,504,2,708,50047,1,2
2,5,504,2,708,50048,1,2
2,5,504,2,708,50049,1,2
2,5,504,2,708,50050,1,2
2,5,513,2,348,50051,1,2
2,5,513,2,348,50052,1,2
2,5,513,2,348,50053,1,1
2,5,513,2,348,50054,1,2
2,5,513,2,348,50055,1,2
2,5,513,2,348,50056,1,2
2,5,513,2,348,50057,1,2
2,5,513,2,348,50058,1,2
2,5,513,2,348,50059,1,2
2,5,513,2,348,50060,1,1
2,5,514,2,710,50061,1,2
2,5,514,2,710,50062,1,2
2,5,514,2,710,50063,1,2
2,5,514,2,710,50064,1,2
2,5,514,2,710,50065,1,2
2,5,514,2,710,50066,1,2
2,5,514,2,710,50067,1,2
2,5,514,2,710,50068,1,2
2,5,514,2,710,50069,1,2
2,5,514,2,710,50070,1,1
2,5,501,2,60,50071,1,2
2,5,501,2,60,50072,1,2
2,5,501,2,60,50073,1,2
2,5,501,2,60,50074,2,1
2,5,501,2,60,50075,1,2
2,5,501,2,60,50076,1,2
2,5,501,2,60,50077,1,2
2,5,501,2,60,50078,,
2,5,501,2,60,50079,1,2
2,5,501,2,60,50080,1,2
2,5,516,2,942,50081,1,2
2,5,516,2,942,50082,1,2
2,5,516,2,942,50083,1,2
2,5,516,2,942,50084,1,1
2,5,516,2,942,50085,1,2
2,5,516,2,942,50086,1,1
2,5,516,2,942,50087,1,1
2,5,516,2,942,50088,1,2
2,5,516,2,942,50089,1,1
2,5,516,2,942,50090,1,2
2,5,508,2,984,50091,1,2
2,5,508,2,984,50092,1,2
2,5,508,2,984,50093,1,2
2,5,508,2,984,50094,1,2
2,5,508,2,984,50095,1,2
2,5,508,2,984,50096,,
2,5,508,2,984,50097,1,2
2,5,508,2,984,50098,1,2
2,5,508,2,984,50099,1,2
2,5,508,2,984,50100,1,2
2,5,514,1,2036,50101,1,2
2,5,514,1,2036,50102,1,2
2,5,514,1,2036,50103,,
2,5,514,1,2036,50104,,
2,5,514,1,2036,50105,,
2,5,514,1,2036,50106,,
2,5,514,1,2036,50107,,
2,5,514,1,2036,50109,,
2,5,514,1,2036,50110,1,2
2,5,508,2,718,50112,1,2
2,5,508,2,718,50113,1,2
2,5,508,2,718,50114,1,1
2,5,508,2,718,50115,2,2
2,5,508,2,718,50116,1,2
2,5,508,2,718,50117,1,2
2,5,508,2,718,50118,1,2
2,34,3410,2,0,50119,1,2
2,5,508,2,718,50120,1,2
2,5,510,1,872,50121,,
2,5,510,1,872,50122,,
2,5,510,1,872,50123,,
2,5,510,1,872,50124,1,2
2,5,510,1,872,50125,1,2
2,5,510,1,872,50126,,
2,5,510,1,872,50127,,
2,5,510,1,872,50128,,
2,5,510,1,872,50129,,
2,5,510,1,872,50130,,
2,5,518,2,1588,50131,1,2
2,5,518,2,1588,50132,1,2
2,5,518,2,1588,50133,1,1
2,5,518,2,1588,50134,1,2
2,5,518,2,1588,50135,1,2
2,5,518,2,1588,50136,1,2
2,5,518,2,1588,50137,1,2
2,5,518,2,1588,50138,1,2
2,5,518,2,1588,50139,1,2
1,31,3105,1,0,50140,,
2,5,510,2,1516,50141,1,2
2,5,510,2,1516,50142,1,2
2,5,510,2,1516,50143,1,2
2,5,510,2,1516,50144,1,2
2,5,510,2,1516,50145,1,2
2,5,510,2,1516,50146,1,2
2,5,510,2,1516,50147,1,2
2,5,510,2,1516,50148,1,2
2,5,510,2,1516,50149,1,2
2,5,510,2,1516,50150,1,2
2,5,518,2,1304,50151,1,2
2,5,518,2,1304,50152,1,2
2,5,518,2,1304,50153,1,1
2,5,518,2,1304,50154,1,2
2,5,518,2,1304,50155,1,2
2,5,518,2,1304,50156,1,2
2,5,518,2,1304,50157,1,2
2,5,518,2,1304,50158,1,2
2,5,518,2,1304,50159,1,2
2,5,518,2,1304,50160,,
2,5,520,2,1756,50161,1,2
2,5,520,2,1756,50162,1,2
2,5,520,2,1756,50163,1,2
2,5,520,2,1756,50164,1,2
2,5,520,2,1756,50165,1,1
2,5,520,2,1756,50166,1,2
2,5,520,2,1756,50167,1,1
2,5,520,2,1756,50168,1,2
2,5,520,2,1756,50169,1,2
2,5,520,2,1756,50170,1,2
5,6,602,2,0,60001,,
5,6,602,2,1356,60002,,
5,6,602,2,0,60004,,
5,6,602,2,1356,60005,1,2
5,6,602,2,1356,60006,1,2
5,6,602,2,1356,60008,1,2
5,6,602,2,1356,60009,1,2
5,6,602,2,1356,60010,1,2
5,6,606,2,1372,60012,1,2
5,6,606,2,1372,60014,1,2
5,6,606,2,1372,60015,1,2
5,6,606,2,1372,60016,,
5,6,607,2,0,60017,,
5,6,606,2,1372,60020,1,2
5,6,608,1,3978,60021,1,2
5,6,608,1,3978,60022,1,2
5,6,608,1,3978,60023,1,2
5,6,606,2,0,60024,,
5,6,608,1,3978,60026,1,2
5,6,608,1,3978,60027,1,2
5,6,608,1,3978,60028,1,2
5,6,608,1,3978,60029,,
5,6,608,1,3978,60030,1,2
5,6,607,2,1892,60031,,
5,6,608,1,0,60032,,
5,6,608,1,0,60033,,
5,6,607,2,1892,60034,,
5,6,607,2,1892,60035,,
5,6,607,2,1892,60037,,
5,6,607,2,1892,60038,1,2
5,6,607,2,1892,60039,,
5,6,607,2,1892,60040,,
5,6,601,2,640,60041,,
5,6,601,2,640,60042,,
5,6,601,2,640,60043,,
5,6,601,2,640,60044,,
5,6,601,2,640,60045,,
5,6,601,2,0,60046,,
5,6,601,2,640,60047,,
5,6,601,2,640,60048,,
5,6,601,2,640,60049,,
5,6,601,2,640,60050,,
5,6,605,2,162,60051,,
5,6,605,2,162,60052,1,2
5,3,318,2,0,60053,,
5,3,312,2,0,60054,,
5,6,605,2,162,60055,,
5,6,605,2,0,60056,,
5,6,605,2,0,60057,,
5,6,605,2,0,60058,,
5,6,605,2,162,60059,1,2
5,6,608,1,0,60060,,
5,6,608,2,748,60061,,
5,6,608,2,748,60062,,
5,6,608,2,748,60063,,
5,6,608,2,748,60064,,
5,6,608,2,748,60066,,
5,6,608,2,0,60067,,
5,6,608,2,0,60068,,
5,6,608,2,748,60069,,
1,22,2212,1,0,60070,,
1,7,707,2,560,70001,1,1
1,7,707,2,560,70002,1,1
1,7,707,2,560,70003,1,1
1,7,707,2,0,70005,,
1,7,707,2,560,70006,1,2
1,7,707,2,560,70007,1,1
1,7,707,2,560,70008,1,2
1,7,707,2,560,70009,1,2
1,7,707,2,560,70010,1,1
1,7,708,2,754,70011,1,1
1,7,708,2,754,70012,1,1
1,7,708,2,754,70013,1,1
1,7,708,2,0,70014,,
1,7,708,2,754,70015,1,1
1,7,708,2,754,70016,1,2
1,7,708,2,754,70017,1,1
1,7,708,2,754,70018,1,1
1,7,708,2,754,70019,1,1
1,7,708,2,754,70020,1,1
1,7,705,2,4186,70021,1,1
1,7,705,2,4186,70022,1,1
1,7,705,2,4186,70023,1,1
1,7,705,2,4186,70024,1,2
1,7,705,2,4186,70025,1,2
1,7,705,2,4186,70026,1,1
1,7,705,2,4186,70027,1,2
1,7,705,2,4186,70028,1,1
1,7,705,2,4186,70029,1,1
1,7,705,2,4186,70030,1,1
